DrugID;TradeNmR;InnR;PackNx;DosageR;PackQn;Pack;DrugFmNmRS;Segment;Year;Month;Series;TotDrugQn;MnfPrice;PrcPrice;RtlPrice;Funds;VendorID;Remark;SrcOrg;EAN;MaxMnfPrice;ExpiTermR;ClNm;MnfNm;PckNm;RegNr;RegDate
66636;Серетид;Салметерол+Флутиказон;100007134;25+50 мкг/доза;1;120 доз, ингалятор алюминиевый с клапаном дозирующего действия, пачка картонная;аэрозоль для ингаляций дозированный;;2018;2;;0.00;0.00;0.00;0.00;0.00;;;;5900008011433;863.590000;;ГлаксоСмитКляйн Трейдинг ЗАО;Глаксо Вэллком Продакшн;ГлаксоСмитКляйн Фармасьютикалс СА;П N015937/01;
66637;Серетид;Салметерол+Флутиказон;100007135;25 мкг+0.125 мг/доза;1;120 доз, ингалятор алюминиевый с клапаном дозирующего действия, пачка картонная;аэрозоль для ингаляций дозированный;;2018;2;;0.00;0.00;0.00;0.00;0.00;;;;5900008011440;1125.550000;;ГлаксоСмитКляйн Трейдинг ЗАО;Глаксо Вэллком Продакшн;ГлаксоСмитКляйн Фармасьютикалс СА;П N015937/01;
66638;Серетид;Салметерол+Флутиказон;100007136;25 мкг+0.25 мг/доза;1;120 доз, ингалятор алюминиевый с клапаном дозирующего действия, пачка картонная;аэрозоль для ингаляций дозированный;;2018;2;;0.00;0.00;0.00;0.00;0.00;;;;5900008011457;1717.950000;;ГлаксоСмитКляйн Трейдинг ЗАО;Глаксо Вэллком Продакшн;ГлаксоСмитКляйн Фармасьютикалс СА;П N015937/01;
66639;Саламол Стери-Неб;Сальбутамол;100007137;2 мг/мл;20;2.5 мл, ампулы полиэтиленовые в блоках по 5 шт.  (4);раствор для ингаляций;;2018;2;;0.00;0.00;0.00;0.00;0.00;;;;5023497782711;230.490000;;Нортон Хэлскэа Лтд, выступающий под торговой маркой Айвэкс Фармасьютикалс Юкей;Нортон Хэлскэа Лтд, выступающий под торговой маркой Айвэкс Фармасьютикалс Юкей;Нортон Хэлскэа Лтд, выступающий под торговой маркой Айвэкс Фармасьютикалс Юкей;ЛП-000272;
66640;Саламол Стери-Неб;Сальбутамол;100007138;1 мг/мл;20;2.5 мл, ампулы полиэтиленовые в блоках по 5 шт.  (4);раствор для ингаляций;;2018;2;;0.00;0.00;0.00;0.00;0.00;;;;5023497782810;144.060000;;Нортон Хэлскэа Лтд, выступающий под торговой маркой Айвэкс Фармасьютикалс Юкей;Нортон Хэлскэа Лтд, выступающий под торговой маркой Айвэкс Фармасьютикалс Юкей;Нортон Хэлскэа Лтд, выступающий под торговой маркой Айвэкс Фармасьютикалс Юкей;ЛП-000272;
66641;Севоран;Севофлуран;924832;~;1;250 мл, флакон пластиковый;жидкость для ингаляций;;2018;2;;0.00;0.00;0.00;0.00;0.00;;;;4630004540101;8148.620000;;Эбботт Лэбораториз Лтд;Эйсика Куинборо Лтд;Эйсика Куинборо Лтд;П N016015/01;
66642;Сеналекс;Сеннозиды А и В;100007140;13.5 мг;60;20 шт., упаковка контурная ячейковая  (3), пачка картонная;таблетка;;2018;2;;0.00;0.00;0.00;0.00;0.00;;;;8901135010846;46.580000;;Наброс Фарма Пвт.Лтд;Наброс Фарма Пвт.Лтд;Наброс Фарма Пвт.Лтд;П N012885/01;
66643;Сеналекс;Сеннозиды А и В;100007141;13.5 мг;400;20 шт., упаковка контурная ячейковая  (20), пачка картонная;таблетка;;2018;2;;0.00;0.00;0.00;0.00;0.00;;;;8901135010853;310.500000;;Наброс Фарма Пвт.Лтд;Наброс Фарма Пвт.Лтд;Наброс Фарма Пвт.Лтд;П N012885/01;
66644;Симвастатин;Симвастатин;100007142;20 мг;100;10 шт., упаковка контурная ячейковая  (10), пачка картонная;таблетка;;2018;2;;0.00;0.00;0.00;0.00;0.00;;;;4607085311975;412.700000;;ЗиО-Здоровье ЗАО;ЗиО-Здоровье ЗАО;ЗиО-Здоровье ЗАО;ЛСР-003486/08;
66645;Симвастатин;Симвастатин;100007143;10 мг;100;10 шт., упаковка контурная ячейковая  (10), пачка картонная;таблетка;;2018;2;;0.00;0.00;0.00;0.00;0.00;;;;4607085311708;332.000000;;ЗиО-Здоровье ЗАО;ЗиО-Здоровье ЗАО;ЗиО-Здоровье ЗАО;ЛСР-003486/08;
66646;Симвастатин;Симвастатин;100007144;10 мг;30;10 шт., упаковка контурная ячейковая  (3), пачка картонная;таблетка;;2018;2;;0.00;0.00;0.00;0.00;0.00;;;;4607085311685;100.000000;;ЗиО-Здоровье ЗАО;ЗиО-Здоровье ЗАО;ЗиО-Здоровье ЗАО;ЛСР-003486/08;
66647;Симвастатин;Симвастатин;100007145;10 мг;30;10 шт., упаковка контурная ячейковая  (3), пачка картонная;таблетка покрытая пленочной оболочкой;;2018;2;;0.00;0.00;0.00;0.00;0.00;;;;4607005895165;96.350000;;Северная звезда ЗАО;Северная звезда ЗАО;Северная звезда ЗАО;ЛП-000667;
66648;Симвастатин;Симвастатин;100007146;20 мг;30;10 шт., упаковка контурная ячейковая  (3), пачка картонная;таблетка покрытая пленочной оболочкой;;2018;2;;0.00;0.00;0.00;0.00;0.00;;;;4607005895240;120.100000;;Северная звезда ЗАО;Северная звезда ЗАО;Северная звезда ЗАО;ЛП-000667;
66649;Симвастатин;Симвастатин;100007147;10 мг;30;30 шт., флакон полимерный, пачка картонная;таблетка покрытая пленочной оболочкой;;2018;2;;0.00;0.00;0.00;0.00;0.00;;;;4607005895158;130.950000;;Северная звезда ЗАО;Северная звезда ЗАО;Северная звезда ЗАО;ЛП-000667;
66650;Симвастатин;Симвастатин;100007148;40 мг;30;30 шт., флакон полимерный, пачка картонная;таблетка покрытая пленочной оболочкой;;2018;2;;0.00;0.00;0.00;0.00;0.00;;;;4607005895318;211.150000;;Северная звезда ЗАО;Северная звезда ЗАО;Северная звезда ЗАО;ЛП-000667;
66651;Симвастатин;Симвастатин;100007149;40 мг;30;10 шт., упаковка контурная ячейковая  (3), пачка картонная;таблетка покрытая пленочной оболочкой;;2018;2;;0.00;0.00;0.00;0.00;0.00;;;;4607005895325;191.000000;;Северная звезда ЗАО;Северная звезда ЗАО;Северная звезда ЗАО;ЛП-000667;
66652;Симвастатин;Симвастатин;100007150;20 мг;30;30 шт., флакон полимерный, пачка картонная;таблетка покрытая пленочной оболочкой;;2018;2;;0.00;0.00;0.00;0.00;0.00;;;;4607005895233;151.100000;;Северная звезда ЗАО;Северная звезда ЗАО;Северная звезда ЗАО;ЛП-000667;
66653;Нексавар;Сорафениб;100007151;200 мг;112;28 шт., упаковка контурная ячейковая  (4), пачка картонная;таблетка покрытая пленочной оболочкой;;2018;2;;0.00;0.00;0.00;0.00;0.00;;;;4008500130001;151185.520000;;Байер Шеринг Фарма АГ;Байер Шеринг Фарма АГ;Байер Шеринг Фарма АГ;ЛСР-000093;
66654;Спарфло;Спарфлоксацин;100007152;200 мг;6;6 шт., упаковка контурная ячейковая , пачка картонная;таблетка покрытая оболочкой;;2018;2;;0.00;0.00;0.00;0.00;0.00;;;;8901148077034;224.460000;;Д-р Редди'с Лабораторис Лтд;Д-р Редди'с Лабораторис Лтд;Д-р Редди'с Лабораторис Лтд;П N011913/01;
66655;Дитилин-Дарница;Суксаметония йодид;100007153;20 мг/мл;5;5 мл, ампула  (5);раствор для внутривенного и внутримышечного введения;;2018;2;;0.00;0.00;0.00;0.00;0.00;;;;4823006402885;52.210000;;Дарница фармацевтическая фирма ЗАО;Дарница фармацевтическая фирма ЗАО;Дарница фармацевтическая фирма ЗАО;П N010637;
66656;СУКСАМЕТОНИЙ-БИОЛЕК;Суксаметония йодид;100007154;20 мг/мл;10;5 мл, ампулы  (10);раствор для внутривенного и внутримышечного введения;;2018;2;;0.00;0.00;0.00;0.00;0.00;;;;4823010900100;94.500000;;Биолек ЗАО - Харьковское предприятие по производству иммунобиологических и лекарственных препаратов;Биолек ЗАО - Харьковское предприятие по производству иммунобиологических и лекарственных препаратов;Биолек ЗАО - Харьковское предприятие по производству иммунобиологических и лекарственных препаратов;ЛСР-002685/07;
66657;СУКСАМЕТОНИЙ-БИОЛЕК;Суксаметония йодид;100007155;20 мг/мл;5;5 мл, ампула  (5);раствор для внутривенного и внутримышечного введения;;2018;2;;0.00;0.00;0.00;0.00;0.00;;;;4823010901152;54.480000;;Биолек ЗАО - Харьковское предприятие по производству иммунобиологических и лекарственных препаратов;Биолек ЗАО - Харьковское предприятие по производству иммунобиологических и лекарственных препаратов;Биолек ЗАО - Харьковское предприятие по производству иммунобиологических и лекарственных препаратов;ЛСР-002685/07;
66658;Сутент;Сунитиниб;100007156;50 мг;28;28 шт., упаковка контурная ячейковая , пачка картонная;капсула;;2018;2;;0.00;0.00;0.00;0.00;0.00;;;;4034541008665;192963.480000;;Пфайзер Италия СрЛ;Пфайзер Италия СрЛ;Пфайзер Италия СрЛ;ЛСР-002516/07;
66659;Сутент;Сунитиниб;100007157;25 мг;28;28 шт., упаковка контурная ячейковая , пачка картонная;капсула;;2018;2;;0.00;0.00;0.00;0.00;0.00;;;;4034541008658;96492.590000;;Пфайзер Италия СрЛ;Пфайзер Италия СрЛ;Пфайзер Италия СрЛ;ЛСР-002516/07;
66660;Сутент;Сунитиниб;100007158;12.5 мг;28;28 шт., упаковка контурная ячейковая , пачка картонная;капсула;;2018;2;;0.00;0.00;0.00;0.00;0.00;;;;4034541008641;48251.830000;;Пфайзер Италия СрЛ;Пфайзер Италия СрЛ;Пфайзер Италия СрЛ;ЛСР-002516/07;
66661;Протопик;Такролимус;100007159;0.1%;1;30 г, туба пластиковая;мазь для наружного применения;;2018;2;;0.00;0.00;0.00;0.00;0.00;;;;4607098450593;1326.100000;;Астеллас Фарма Юроп БВ;Астеллас Тояма Ко.Лтд;Астеллас Ирланд Ко.Лтд;ЛСР-001885/10;
66662;Протопик;Такролимус;100007160;0.1%;1;10 г, туба пластиковая;мазь для наружного применения;;2018;2;;0.00;0.00;0.00;0.00;0.00;;;;4607098450616;529.770000;;Астеллас Фарма Юроп БВ;Астеллас Тояма Ко.Лтд;Астеллас Ирланд Ко.Лтд;ЛСР-001885/10;
66663;Протопик;Такролимус;100007161;0.03%;1;10 г, туба пластиковая;мазь для наружного применения;;2018;2;;0.00;0.00;0.00;0.00;0.00;;;;4607098450586;506.600000;;Астеллас Фарма Юроп БВ;Астеллас Тояма Ко.Лтд;Астеллас Ирланд Ко.Лтд;ЛСР-001885/10;
66664;Протопик;Такролимус;100007162;0.03%;1;30 г, туба пластиковая;мазь для наружного применения;;2018;2;;0.00;0.00;0.00;0.00;0.00;;;;4607098450562;1256.360000;;Астеллас Фарма Юроп БВ;Астеллас Тояма Ко.Лтд;Астеллас Ирланд Ко.Лтд;ЛСР-001885/10;
66665;Тамсулозин ретард;Тамсулозин;100007163;0.4 мг;10;10 шт., упаковка контурная ячейковая , пачка картонная;таблетка пролонгированного действия покрытая пленочной оболочкой;;2018;2;;0.00;0.00;0.00;0.00;0.00;;;;4605077006083;386.000000;;Оболенское Фармацевтическое предприятие ЗАО;Оболенское Фармацевтическое предприятие ЗАО;Оболенское Фармацевтическое предприятие ЗАО;ЛП-000283;
66666;Тамсулозин ретард;Тамсулозин;100007164;0.4 мг;30;10 шт., упаковка контурная ячейковая  (3), пачка картонная;таблетка пролонгированного действия покрытая пленочной оболочкой;;2018;2;;0.00;0.00;0.00;0.00;0.00;;;;4605077006090;1038.120000;;Оболенское фармацевтическое предприятие ЗАО;Оболенское фармацевтическое предприятие ЗАО;Оболенское фармацевтическое предприятие ЗАО;ЛП-000283;
66667;Фокусин;Тамсулозин;100007165;0.4 мг;90;10 шт., блистер (9), пачка картонная;капсула с модифицированным высвобождением;;2018;2;;0.00;0.00;0.00;0.00;0.00;;;;8594739706408;865.900000;;Зентива к.с.;Санека Фармасьютикалс а.с.;Санека Фармасьютикалс а.с.;ЛС-001633;
66668;Фокусин;Тамсулозин;100007166;0.4 мг;30;10 шт., блистер (3), пачка картонная;капсула с модифицированным высвобождением;;2018;2;;0.00;0.00;0.00;0.00;0.00;;;;8594739706392;375.380000;;Зентива к.с.;Санека Фармасьютикалс а.с.;Санека Фармасьютикалс а.с.;ЛС-001633;
66669;Резонизат;Теризидон;787726;300 мг;100;10 шт., упаковка контурная ячейковая  (10), пачка картонная;капсула;;2018;2;;0.00;0.00;0.00;0.00;0.00;;;;4602193010956;19490.840000;;Валента Фармацевтика ОАО;Валента Фармацевтика ОАО;Валента Фармацевтика ОАО;ЛСР-010231/08;
66670;Резонизат;Теризидон;100007168;250 мг;100;10 шт., упаковка контурная ячейковая  (10), пачка картонная;капсула;;2018;2;;0.00;0.00;0.00;0.00;0.00;;;;4602193011595;17000.000000;;Валента Фармацевтика ОАО;Валента Фармацевтика ОАО;Валента Фармацевтика ОАО;ЛП-000305;
66671;Теризидон;Теризидон;100007169;250 мг;50;50 шт., контейнер полипропиленовый, пачка картонная;капсула;;2018;2;;0.00;0.00;0.00;0.00;0.00;;;;4033552007605;5413.280000;;Фатол Арцнаймиттель ГмбХ;Фатол Арцнаймиттель ГмбХ;Фатол Арцнаймиттель ГмбХ;ЛСР-009584/09;
66672;Теризидон;Теризидон;100007170;150 мг;100;100 шт., банка полимерная;капсула;;2018;2;;0.00;0.00;0.00;0.00;0.00;;;;4605310004081;12300.000000;;Фармасинтез ОАО;Лок-Бета Фармасьютикалс (И) Пвт.Лтд;Фармасинтез ОАО;ЛСР-005097/10;
66674;Теризидон-Мак;Теризидон;100007172;250 мг;100;10 шт., упаковка контурная безъячейковая (10), пачка картонная;капсула;;2018;2;;0.00;0.00;0.00;0.00;0.00;;;;8901463001264;16500.000000;;Маклеодз Фармасьютикалс Лтд;Маклеодз Фармасьютикалс Лтд;Маклеодз Фармасьютикалс Лтд;ЛСР-010226/09;
66675;Теризидон-Мак;Теризидон;100007173;250 мг;50;10 шт., упаковка контурная безъячейковая (5), пачка картонная;капсула;;2018;2;;0.00;0.00;0.00;0.00;0.00;;;;8901463001851;9000.000000;;Маклеодз Фармасьютикалс Лтд;Маклеодз Фармасьютикалс Лтд;Маклеодз Фармасьютикалс Лтд;ЛСР-010226/09;
66676;Теризидон-Мак;Теризидон;100007174;250 мг;4;4 шт., упаковка контурная безъячейковая, пачка картонная;капсула;;2018;2;;0.00;0.00;0.00;0.00;0.00;;;;8901463001844;750.000000;;Маклеодз Фармасьютикалс Лтд;Маклеодз Фармасьютикалс Лтд;Маклеодз Фармасьютикалс Лтд;ЛСР-010226/09;
66677;Андриол ТК;Тестостерон;100007175;40 мг;30;10 шт., упаковка контурная ячейковая  (3), саше  (3);капсула;;2018;2;;0.00;0.00;0.00;0.00;0.00;;;;4601910000577;995.360000;;НВ Органон;Каталент Франс Бейнхейм СА;НВ Органон;ЛС-002458;
66678;Небидо;Тестостерон;100007176;250 мг/мл;1;4 мл, ампула темного стекла , пачка картонная;раствор для внутримышечного введения;;2018;2;;0.00;0.00;0.00;0.00;0.00;;;;4029668001347;4321.200000;;Байер Шеринг Фарма АГ;Байер Шеринг Фарма АГ;Йенагексал Фарма ГмбХ;ЛС-001028;
66679;Тилорон;Тилорон;100007177;125 мг;10;10 шт., упаковка контурная ячейковая , пачка картонная;капсула;;2018;2;;0.00;0.00;0.00;0.00;0.00;;;;4600828004271;630.000000;;Мосхимфармпрепараты им.Н.А.Семашко ОАО;Мосхимфармпрепараты им.Н.А.Семашко ОАО;Мосхимфармпрепараты им.Н.А.Семашко ОАО;ЛСР-000018/10;
66680;Тимолол;Тимолол;100007178;0.25%;5;1 мл, тюбик-капельница полимерный (5);капли глазные;;2018;2;;0.00;0.00;0.00;0.00;0.00;;;;4603988011653;44.180000;;Обновление ПФК ЗАО;Обновление ПФК ЗАО;Обновление ПФК ЗАО;ЛСР-007441/09;
66681;Тимолол;Тимолол;100007179;0.5%;5;5 мл, тюбик-капельница полимерный;капли глазные;;2018;2;;0.00;0.00;0.00;0.00;0.00;;;;4603988011721;30.930000;;Обновление ПФК ЗАО;Обновление ПФК ЗАО;Обновление ПФК ЗАО;ЛСР-007441/09;
66682;Тимолол;Тимолол;100007180;0.5%;5;1 мл, тюбик-капельница полимерный (5);капли глазные;;2018;2;;0.00;0.00;0.00;0.00;0.00;;;;4603988011745;44.180000;;Обновление ПФК ЗАО;Обновление ПФК ЗАО;Обновление ПФК ЗАО;ЛСР-007441/09;
66683;Тимолол;Тимолол;100007181;0.25%;10;1 мл, тюбик-капельница полимерный (10);капли глазные;;2018;2;;0.00;0.00;0.00;0.00;0.00;;;;4603988011660;83.950000;;Обновление ПФК ЗАО;Обновление ПФК ЗАО;Обновление ПФК ЗАО;ЛСР-007441/09;
66684;Тимолол;Тимолол;100007182;0.25%;1;1 мл, тюбик-капельница полимерный;капли глазные;;2018;2;;0.00;0.00;0.00;0.00;0.00;;;;4603988011622;9.820000;;Обновление ПФК ЗАО;Обновление ПФК ЗАО;Обновление ПФК ЗАО;ЛСР-007441/09;
66685;Тимолол;Тимолол;100007183;0.5%;1;10 мл, тюбик-капельница полимерный;капли глазные;;2018;2;;0.00;0.00;0.00;0.00;0.00;;;;4603988011738;32.730000;;Обновление ПФК ЗАО;Обновление ПФК ЗАО;Обновление ПФК ЗАО;ЛСР-007441/09;
66686;Тимолол;Тимолол;100007184;0.25%;1;10 мл, тюбик-капельница полимерный;капли глазные;;2018;2;;0.00;0.00;0.00;0.00;0.00;;;;4603988011646;27.540000;;Обновление ПФК ЗАО;Обновление ПФК ЗАО;Обновление ПФК ЗАО;ЛСР-007441/09;
66687;Тимолол;Тимолол;100007185;0.5%;10;1 мл, тюбик-капельница полимерный (10);капли глазные;;2018;2;;0.00;0.00;0.00;0.00;0.00;;;;4603988011752;83.950000;;Обновление ПФК ЗАО;Обновление ПФК ЗАО;Обновление ПФК ЗАО;ЛСР-007441/09;
66688;Тимолол;Тимолол;100007186;0.5%;1;1 мл, тюбик-капельница полимерный;капли глазные;;2018;2;;0.00;0.00;0.00;0.00;0.00;;;;4603988011714;9.820000;;Обновление ПФК ЗАО;Обновление ПФК ЗАО;Обновление ПФК ЗАО;ЛСР-007441/09;
66689;Тимолол;Тимолол;100007187;0.25%;1;5 мл, тюбик-капельница полимерный;капли глазные;;2018;2;;0.00;0.00;0.00;0.00;0.00;;;;4603988011639;30.930000;;Обновление ПФК ЗАО;Обновление ПФК ЗАО;Обновление ПФК ЗАО;ЛСР-007441/09;
66690;Берлитион 300;Тиоктовая кислота;784369;300 мг;30;10 шт., блистер (3), пачка картонная;таблетка покрытая пленочной оболочкой;;2018;2;;0.00;0.00;0.00;0.00;0.00;;;;4013054008652;635.460000;;Берлин-Фарма ЗАО;Хаупт Фарма Вольфратсхаузен ГмбХ;Берлин-Хеми АГ;П N011433/01;
66691;Берлитион 300;Тиоктовая кислота;751339;25 мг/мл;5;12 мл, ампула темного стекла  (5);концентрат для приготовления раствора для инфузий;;2018;2;;0.00;0.00;0.00;0.00;0.00;;;;4013054008669;478.950000;;Берлин-Хеми/Менарини Фарма ГмбХ;Йенагексал Фарма ГмбХ;Берлин-Хеми АГ;П N011434/01;
66695;Тиоктацид БВ;Тиоктовая кислота;798544;600 мг;60;60 шт., флакон темного стекла, пачка картонная;таблетка покрытая пленочной оболочкой;;2018;2;;0.00;0.00;0.00;0.00;0.00;;;;4019338600536;1506.800000;;Меда Фарма ГмбХ и Ко.КГ;Меда Мануфакчуринг ГмбХ;Меда Мануфакчуринг ГмбХ;П N015545/01;
66696;Тиоктацид БВ;Тиоктовая кислота;798548;600 мг;100;100 шт., флакон темного стекла, пачка картонная;таблетка покрытая пленочной оболочкой;;2018;2;;0.00;0.00;0.00;0.00;0.00;;;;4019338600543;2554.850000;;Меда Фарма ГмбХ и Ко.КГ;Меда Мануфакчуринг ГмбХ;Меда Мануфакчуринг ГмбХ;П N015545/01;
66697;Тиопентал натрий;Тиопентал натрия;100007195;1 г;10;флакон 20 мл (10), пачка картонная;порошок для приготовления раствора для внутривенного введения;;2018;2;;0.00;0.00;0.00;0.00;0.00;;;;4602565020835;328.320000;;Синтез ОАО;Синтез ОАО;Синтез ОАО;ЛС-000748;
66698;Тиопентал натрий;Тиопентал натрия;100007196;500 мг;10;флакон 10 мл (10), пачка картонная;порошок для приготовления раствора для внутривенного введения;;2018;2;;0.00;0.00;0.00;0.00;0.00;;;;4602565020828;177.120000;;Синтез ОАО;Синтез ОАО;Синтез ОАО;ЛС-000748;
66699;Сонапакс;Тиоридазин;100007197;10 мг;60;30 шт., упаковка контурная ячейковая  (2);таблетка покрытая оболочкой;;2018;2;;0.00;0.00;0.00;0.00;0.00;;;;5904398248028;226.540000;;Ельфа фармзавод АО;Ельфа фармзавод АО;Ельфа фармзавод АО;П N015031/01;
66700;Сонапакс;Тиоридазин;100007198;25 мг;60;20 шт., упаковка контурная ячейковая  (3), пачка картонная;таблетка покрытая оболочкой;;2018;2;;0.00;0.00;0.00;0.00;0.00;;;;5904398249025;363.580000;;Ельфа Фармзавод АО;Ельфа Фармзавод АО;Ельфа Фармзавод АО;П N015031/01;
66701;Бруламицин;Тобрамицин;100007199;40 мг/мл;10;1 мл, ампула  (5);раствор для внутривенного и внутримышечного введения;;2018;2;;0.00;0.00;0.00;0.00;0.00;;;;5995377097508;138.170000;;Тева Фармацевтические Предприятия Лтд;Тева Прайвэт фармацевтический завод Ко.Лтд;Тева Прайвэт фармацевтический завод Ко.Лтд;П N014197/01;
66702;Бруламицин;Тобрамицин;100007200;40 мг/мл;10;2 мл, ампула  (5);раствор для внутривенного и внутримышечного введения;;2018;2;;0.00;0.00;0.00;0.00;0.00;;;;5995377097300;200.440000;;Тева Фармацевтические Предприятия Лтд;Тева Прайвэт фармацевтический завод Ко.Лтд;Тева Прайвэт фармацевтический завод Ко.Лтд;П N014197/01;
66703;Тобрекс;Тобрамицин;100007201;0.3%;1;5 мл, флакон-капельница Дроп-Тейнер пластиковая;капли глазные;;2018;2;;0.00;0.00;0.00;0.00;0.00;;;;5413895027093;137.380000;;Алкон-Куврер нв СА;Алкон-Куврер нв СА;Алкон-Куврер нв СА;П N014702/01;
66704;Тобрекс 2X;Тобрамицин;100007202;0.3%;1;5 мл, флакон-капельница Дроп-Тейнер из полиэтилена низкой плотности;капли глазные;;2018;2;;0.00;0.00;0.00;0.00;0.00;;;;8427324833275;139.050000;;Алкон Кузи СА;Алкон Кузи СА;Алкон Кузи СА;ЛСР-002941/07;
66705;Тобропт;Тобрамицин;100007203;0.3%;1;5 мл, флакон-капельница полимерный;капли глазные;;2018;2;;0.00;0.00;0.00;0.00;0.00;;;;5944728000186;94.960000;;К.О.Ромфарм Компани СрЛ;К.О.Ромфарм Компани СрЛ;К.О.Ромфарм Компани СрЛ;ЛСР-003814/08;
66706;Трамадол;Трамадол;881124;100 мг;10;10 шт., упаковка контурная ячейковая , пачка картонная;суппозиторий ректальный;;2018;2;;0.00;0.00;0.00;0.00;0.00;;;;4030855003136;156.410000;;Гексал АГ;Салютас Фарма ГмбХ;Салютас Фарма ГмбХ;П N015731/05;
66707;Трамал;Трамадол;805586;100 мг;5;5 шт., упаковка контурная безъячейковая, пачка картонная;суппозиторий ректальный;;2018;2;;0.00;0.00;0.00;0.00;0.00;;;;4601582000042;43.000000;;Российский кардиологический научно-производственный комплекс - Экспериментальное производство медико-биологических препаратов ФГУ;Российский кардиологический научно-производственный комплекс - Экспериментальное производство медико-биологических препаратов ФГУ;Российский кардиологический научно-производственный комплекс - Экспериментальное производство медико-биологических препаратов ФГУ;Р N001543/01;
66708;Транексам;Транексамовая кислота;100007206;500 мг;50;10 шт., упаковка контурная ячейковая  (5), пачка картонная;таблетка покрытая пленочной оболочкой;;2018;2;;0.00;0.00;0.00;0.00;0.00;;;;4607024944349;1055.000000;;Мир-Фарм ООО;Обнинская химико-фармацевтическая компания ЗАО;Обнинская химико-фармацевтическая компания ЗАО;ЛСР-003389/10;
66709;Транексам;Транексамовая кислота;100007207;500 мг;30;10 шт., упаковка контурная ячейковая  (3), пачка картонная;таблетка покрытая пленочной оболочкой;;2018;2;;0.00;0.00;0.00;0.00;0.00;;;;4607024944332;660.130000;;Мир-Фарм ООО;Обнинская химико-фармацевтическая компания ЗАО;Обнинская химико-фармацевтическая компания ЗАО;ЛСР-003389/10;
66710;Транексам;Транексамовая кислота;100007208;500 мг;20;10 шт., упаковка контурная ячейковая  (2), пачка картонная;таблетка покрытая пленочной оболочкой;;2018;2;;0.00;0.00;0.00;0.00;0.00;;;;4607024944325;443.000000;;Мир-Фарм ООО;Обнинская химико-фармацевтическая компания ЗАО;Обнинская химико-фармацевтическая компания ЗАО;ЛСР-003389/10;
66711;Транексам;Транексамовая кислота;100007209;500 мг;10;10 шт., упаковка контурная ячейковая , пачка картонная;таблетка покрытая пленочной оболочкой;;2018;2;;0.00;0.00;0.00;0.00;0.00;;;;4607024944318;298.290000;;Мир-Фарм ООО;Обнинская химико-фармацевтическая компания ЗАО;Обнинская химико-фармацевтическая компания ЗАО;ЛСР-003389/10;
66712;Диферелин;Трипторелин;100007210;3.75 мг;1;флакон темного стекла /комплект: растворитель - маннитола раствор (ампула) 2 мл, шприц одноразовый, игла-2 шт./, упаковка контурная ячейковая ;лиофилизат для приготовления суспензии для внутримышечного введения пролонгированного действия;;2018;2;;0.00;0.00;0.00;0.00;0.00;;;;3582182850033;6880.320000;;Ипсен Фарма;Ипсен Фарма Биотек;Ипсен Фарма Биотек;П N011452/01;
66713;Диферелин;Трипторелин;100007211;11.25 мг;1;флакон темного стекла /комплект: растворитель - маннитола раствор (ампула) 2 мл, шприц одноразовый, игла-2 шт./, упаковка контурная ячейковая ;лиофилизат для приготовления суспензии для внутримышечного введения пролонгированного действия;;2018;2;;0.00;0.00;0.00;0.00;0.00;;;;3582184125658;18600.000000;;Ипсен Фарма;Ипсен Фарма Биотек;Ипсен Фарма Биотек;ЛСР-005557/08;
66716;Эбрантил;Урапидил;100007214;60 мг;30;30 шт., флакон , пачка картонная;капсула пролонгированного действия;;2018;2;;0.00;0.00;0.00;0.00;0.00;;;;4031083004346;341.260000;;Никомед ГмбХ;Никомед ГмбХ;Никомед ГмбХ;ЛП-000466;
66717;Эбрантил;Урапидил;100007215;5 мг/мл;5;10 мл, ампула ;раствор для внутривенного введения;;2018;2;;0.00;0.00;0.00;0.00;0.00;;;;4031083002786;813.070000;;Никомед Дойчланд ГмбХ;Никомед ГмбХ;Никомед ГмбХ;ЛСР-001751/09;
66718;Урсодез;Урсодезоксихолевая кислота;100007216;250 мг;10;10 шт., упаковка контурная ячейковая , пачка картонная;капсула;;2018;2;;0.00;0.00;0.00;0.00;0.00;;;;4660007840823;120.860000;;Северная звезда ЗАО;Северная звезда ЗАО;Северная звезда ЗАО;ЛСР-004408/10;
66719;Урсодекс;Урсодезоксихолевая кислота;100007217;150 мг;10;10 шт., упаковка контурная ячейковая , пачка картонная;таблетка покрытая пленочной оболочкой;;2018;2;;0.00;0.00;0.00;0.00;0.00;;;;8901127014180;49.770000;;Сан Фармасьютикал Индастриз Лтд;Сан Фармасьютикал Индастриз Лтд;Сан Фармасьютикал Индастриз Лтд;ЛСР-008974/10;
66720;Урсодекс;Урсодезоксихолевая кислота;100007218;150 мг;100;10 шт., упаковка контурная ячейковая  (10), пачка картонная;таблетка покрытая пленочной оболочкой;;2018;2;;0.00;0.00;0.00;0.00;0.00;;;;8901127014203;391.980000;;Сан Фармасьютикал Индастриз Лтд;Сан Фармасьютикал Индастриз Лтд;Сан Фармасьютикал Индастриз Лтд;ЛСР-008974/10;
